company,title,salary,location,submit date,start date
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SECURITY MANAGER,"234,000","CUPERTINO, CA",11/19/2020,02/18/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"120,000","SAN DIEGO, CA",04/18/2022,10/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"139,375","CUPERTINO, CA",10/18/2021,04/19/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"139,900","CUPERTINO, CA",07/12/2021,11/16/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"140,000","CUPERTINO, CA",05/12/2021,05/24/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"140,900","CUPERTINO, CA",03/30/2021,06/13/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"143,200","CUPERTINO, CA",10/14/2021,04/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"146,500","CUPERTINO, CA",11/08/2021,04/16/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"148,810","CUPERTINO, CA",10/06/2021,04/07/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"151,800","CUPERTINO, CA",11/08/2021,05/07/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"156,000","CUPERTINO, CA",10/14/2021,04/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"160,000","AUSTIN, TX",04/08/2021,09/01/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"163,200","CUPERTINO, CA",10/20/2021,04/17/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"165,000","SAN DIEGO, CA",04/21/2021,05/03/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"165,000","SAN DIEGO, CA",01/28/2021,02/08/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"170,000","CUPERTINO, CA",09/29/2021,10/11/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"170,000","CUPERTINO, CA",09/14/2021,09/20/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"171,000","CUPERTINO, CA",03/02/2021,06/30/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"181,922","CUPERTINO, CA",09/17/2021,01/26/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"187,000","SUNNYVALE, CA",11/16/2021,05/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"190,500","CUPERTINO, CA",11/18/2021,05/10/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"193,000","SUNNYVALE, CA",02/04/2021,07/09/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"195,000","CUPERTINO, CA",10/06/2021,04/07/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"200,000","CUPERTINO, CA",11/12/2021,05/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â SYSTEMS,"208,000","CUPERTINO, CA",11/20/2021,05/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"130,000","AUSTIN, TX",01/27/2021,02/08/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"134,000","AUSTIN, TX",02/11/2021,02/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"144,000","CUPERTINO, CA",02/12/2021,02/24/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"148,500","SUNNYVALE, CA",10/12/2021,04/13/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"155,000","CUPERTINO, CA",03/03/2021,03/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER â TEST,"170,126","CUPERTINO, CA",10/18/2021,04/19/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER âAPPLICATIONS,"175,190","SUNNYVALE, CA",10/14/2021,03/01/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","132,800","AUSTIN, TX",03/26/2021,03/29/2021
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","160,000","NEW YORK, NY",12/23/2020,01/04/2021
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","175,000","SUNNYVALE, CA",10/29/2021,04/01/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","177,500","SEATTLE, WA",03/26/2021,03/29/2021
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","198,104","CUPERTINO, CA",12/10/2021,06/11/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","205,750","CUPERTINO, CA",02/17/2021,06/13/2021
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","210,000","CUPERTINO, CA",11/08/2019,11/25/2019
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","220,634","CUPERTINO, CA",11/12/2021,05/14/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, BATTERY DATA SYSTEMS","130,000","CUPERTINO, CA",04/16/2018,04/30/2018
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, FIRMWARE","188,423","CUPERTINO, CA",01/12/2022,07/14/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER, FIRMWARE","198,296","SUNNYVALE, CA",01/12/2022,07/14/2022
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER,APPLICATIONS","180,000","CUPERTINO, CA",04/08/2021,04/19/2021
APPLE INC,"SOFTWARE DEVELOPMENT ENGINEER,APPLICATIONS","205,000","CUPERTINO, CA",04/06/2021,04/19/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICAIONS,"163,200","SUNNYVALE, CA",10/01/2021,04/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATION,"193,100","CUPERTINO, CA",01/04/2022,07/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATION,"205,000","SUNNYVALE, CA",01/12/2022,07/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATION,"247,000","CUPERTINO, CA",12/21/2021,06/13/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATION MANAGER,"196,000","AUSTIN, TX",01/26/2022,01/31/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"122,004","DENVER, CO",12/28/2021,06/29/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"128,750","SUNNYVALE, CA",10/05/2021,10/11/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"139,600","CULVER CITY, CA",02/11/2022,08/13/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"143,040","CUPERTINO, CA",09/24/2021,11/13/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"145,220","CUPERTINO, CA",03/16/2022,09/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"147,000","SUNNYVALE, CA",03/16/2022,09/13/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"147,534","CUPERTINO, CA",02/04/2020,07/22/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"149,000","CUPERTINO, CA",10/14/2021,04/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"150,500","AUSTIN, TX",03/09/2022,09/06/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"154,669","SUNNYVALE, CA",04/28/2020,07/01/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"155,100","AUSTIN, TX",04/18/2022,10/16/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"156,068","CUPERTINO, CA",04/01/2022,10/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"160,000","AUSTIN, TX",02/02/2021,02/08/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"160,333","CUPERTINO, CA",02/01/2021,06/11/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"165,000","SEATTLE, WA",12/14/2020,12/14/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"165,000","NEW YORK, NY",01/29/2021,02/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"166,025","CUPERTINO, CA",03/25/2022,04/08/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"170,000","SUNNYVALE, CA",04/22/2021,07/14/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"170,000","CUPERTINO, CA",02/02/2021,02/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"173,000","SUNNYVALE, CA",03/25/2022,09/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"175,000","SUNNYVALE, CA",04/01/2022,07/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"175,000","CUPERTINO, CA",01/25/2021,02/01/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"175,000","CUPERTINO, CA",12/23/2021,12/27/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"177,900","SUNNYVALE, CA",02/25/2021,06/13/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"180,000","CUPERTINO, CA",12/20/2021,12/27/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"181,000","SUNNYVALE, CA",11/02/2021,05/04/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"184,575","SUNNYVALE, CA",03/11/2022,09/06/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"185,000","SEATTLE, WA",01/07/2021,01/11/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"185,000","AUSTIN, TX",12/30/2021,01/03/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"196,025","CUPERTINO, CA",03/25/2022,09/02/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"197,400","CUPERTINO, CA",11/12/2021,11/22/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"198,515","SUNNYVALE, CA",04/18/2022,10/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"199,000","SUNNYVALE, CA",01/24/2022,07/26/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"201,000","SUNNYVALE, CA",02/23/2022,08/25/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"202,708","AUSTIN, TX",02/23/2022,08/25/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS,"208,000","SUNNYVALE, CA",03/17/2022,09/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS MANAGER,"192,928","SUNNYVALE, CA",02/15/2022,02/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS MANAGER,"200,000","SUNNYVALE, CA",10/30/2019,02/24/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPLICATIONS MANAGER,"209,600","SUNNYVALE, CA",10/27/2021,11/12/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- APPS,"155,266","CUPERTINO, CA",04/16/2021,06/18/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- DATA,"155,000","SEATTLE, WA",04/14/2021,04/26/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- DATA,"190,000","CUPERTINO, CA",01/29/2021,02/08/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- DATA,"225,000","CUPERTINO, CA",10/21/2020,11/02/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- DIRECTOR,"306,700","CUPERTINO, CA",02/10/2022,08/12/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"138,551","SAN DIEGO, CA",04/25/2022,09/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"139,730","SAN DIEGO, CA",01/04/2022,06/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"142,085","SAN DIEGO, CA",03/01/2022,08/31/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"159,234","SAN DIEGO, CA",04/28/2022,10/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"172,134","CUPERTINO, CA",07/09/2021,07/09/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"180,000","SAN DIEGO, CA",03/24/2021,04/05/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"184,600","CUPERTINO, CA",01/31/2022,08/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"189,375","CUPERTINO, CA",01/18/2022,07/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"209,614","SUNNYVALE, CA",03/22/2022,08/26/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"215,118","SAN DIEGO, CA",02/16/2022,03/02/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- FIRMWARE,"216,389","CUPERTINO, CA",12/22/2021,03/09/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"188,575","CUPERTINO, CA",10/11/2021,10/14/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"190,700","SAN DIEGO, CA",09/15/2021,09/22/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"201,759","CUPERTINO, CA",04/12/2022,04/17/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"206,000","SUNNYVALE, CA",09/29/2021,03/30/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"211,140","CUPERTINO, CA",02/17/2022,02/28/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- MANAGER,"245,200","CUPERTINO, CA",04/08/2022,04/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SECURITY,"180,000","CUPERTINO, CA",03/01/2021,06/13/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SERVER,"201,500","CUPERTINO, CA",07/16/2021,01/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SERVER,"213,500","CUPERTINO, CA",02/04/2020,07/01/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"109,920","SAN DIEGO, CA",04/29/2022,10/27/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"118,146","SAN DIEGO, CA",04/25/2022,10/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"145,000","AUSTIN, TX",11/23/2021,11/29/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"145,012","CUPERTINO, CA",10/13/2021,04/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"146,000","CUPERTINO, CA",12/01/2021,05/12/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"147,300","CUPERTINO, CA",04/27/2022,10/24/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"147,486","CUPERTINO, CA",12/22/2021,04/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"148,800","SANTA CLARA, CA",12/10/2021,06/10/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"149,400","CUPERTINO, CA",11/18/2021,05/12/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"150,000","CUPERTINO, CA",04/21/2021,04/29/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"151,000","CUPERTINO, CA",04/27/2022,10/27/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"153,000","CUPERTINO, CA",05/27/2021,11/11/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"154,700","CUPERTINO, CA",11/18/2021,04/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"157,000","CUPERTINO, CA",04/28/2021,10/27/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"160,000","SAN DIEGO, CA",10/19/2021,11/01/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"164,900","CUPERTINO, CA",02/08/2022,02/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"165,000","SAN DIEGO, CA",01/20/2022,01/24/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"165,000","CUPERTINO, CA",02/15/2022,02/28/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"165,000","CUPERTINO, CA",02/21/2020,03/09/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"165,300","CUPERTINO, CA",12/13/2021,06/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"170,000","AUSTIN, TX",02/27/2020,03/10/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"172,000","CUPERTINO, CA",10/21/2021,04/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"172,129","CUPERTINO, CA",10/07/2021,04/08/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"173,000","CUPERTINO, CA",11/16/2021,05/18/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"175,000","CUPERTINO, CA",04/26/2021,05/03/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"175,000","CUPERTINO, CA",01/31/2022,02/07/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"179,395","CUPERTINO, CA",11/22/2021,05/20/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"180,000","SAN DIEGO, CA",04/06/2022,09/16/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"180,000","CUPERTINO, CA",02/27/2020,03/09/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"180,000","AUSTIN, TX",02/04/2021,02/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"180,600","CUPERTINO, CA",11/10/2021,05/12/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"181,225","CUPERTINO, CA",12/02/2021,05/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"183,000","CUPERTINO, CA",10/17/2019,04/12/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"183,395","CUPERTINO, CA",03/21/2022,08/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"184,400","CUPERTINO, CA",10/08/2021,04/05/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"185,000","CUPERTINO, CA",11/16/2021,11/22/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"185,000","SAN DIEGO, CA",02/14/2022,02/21/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"185,085","CUPERTINO, CA",05/18/2021,11/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"185,723","CUPERTINO, CA",11/22/2021,05/17/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"188,500","CUPERTINO, CA",01/27/2022,02/17/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"188,700","CUPERTINO, CA",10/19/2021,04/20/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"189,000","CUPERTINO, CA",05/03/2021,05/13/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"190,000","CUPERTINO, CA",11/16/2021,11/22/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"190,238","SAN DIEGO, CA",11/19/2021,12/01/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"190,595","CUPERTINO, CA",02/01/2022,07/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"190,700","CUPERTINO, CA",05/25/2021,11/01/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"192,000","CUPERTINO, CA",12/13/2019,05/15/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"192,000","CUPERTINO, CA",12/06/2021,06/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"194,000","CUPERTINO, CA",05/28/2021,08/10/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"195,000","CUPERTINO, CA",01/31/2022,02/07/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"195,000","SAN DIEGO, CA",01/29/2021,02/15/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"195,300","CUPERTINO, CA",11/03/2021,05/05/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"195,500","CUPERTINO, CA",04/22/2022,10/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"196,600","CUPERTINO, CA",10/14/2021,04/15/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"197,000","CUPERTINO, CA",02/08/2022,08/09/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"197,800","CUPERTINO, CA",11/02/2021,05/02/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"200,300","CUPERTINO, CA",11/24/2021,11/29/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"200,500","CUPERTINO, CA",11/20/2021,05/19/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"200,618","CUPERTINO, CA",12/22/2021,06/22/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"202,000","CUPERTINO, CA",04/18/2022,10/16/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"203,900","CUPERTINO, CA",01/26/2022,03/05/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"209,800","CUPERTINO, CA",11/30/2021,06/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"210,000","CUPERTINO, CA",10/27/2021,04/28/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"210,000","CUPERTINO, CA",11/16/2021,11/29/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"213,990","CUPERTINO, CA",04/01/2022,09/30/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"217,415","CUPERTINO, CA",01/03/2022,07/02/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"230,363","CUPERTINO, CA",03/10/2022,09/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"240,000","CUPERTINO, CA",12/21/2021,01/03/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- SYSTEMS,"245,000","SEATTLE, WA",11/08/2021,11/17/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"156,000","CUPERTINO, CA",10/15/2021,04/12/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"174,425","CUPERTINO, CA",08/17/2021,02/11/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"185,000","CUPERTINO, CA",10/19/2021,10/25/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"190,000","CUPERTINO, CA",09/24/2020,10/05/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"190,000","SAN DIEGO, CA",04/07/2022,04/14/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"194,674","CUPERTINO, CA",01/31/2022,08/01/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST,"201,500","CUPERTINO, CA",07/30/2021,01/29/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST MANAGER,"210,000","CUPERTINO, CA",01/08/2021,01/25/2021
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- TEST MANAGER,"243,532","CUPERTINO, CA",01/26/2022,01/31/2022
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER- UI,"143,000","CUPERTINO, CA",02/04/2020,06/14/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"131,726","CUPERTINO, CA",12/27/2019,06/11/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"134,597","CUPERTINO, CA",03/04/2020,05/24/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"137,800","CUPERTINO, CA",12/30/2019,06/14/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"142,871","CUPERTINO, CA",01/15/2020,06/14/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"143,800","SUNNYVALE, CA",01/24/2020,07/01/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"145,000","AUSTIN, TX",10/04/2019,10/21/2019
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"145,600","SUNNYVALE, CA",01/13/2020,04/24/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"147,000","CUPERTINO, CA",10/08/2019,10/21/2019
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"147,534","CUPERTINO, CA",01/21/2020,06/22/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"153,060","SUNNYVALE, CA",01/03/2020,06/14/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"155,217","CUPERTINO, CA",01/30/2020,07/01/2020
APPLE INC,SOFTWARE DEVELOPMENT ENGINEER-APPLICATIONS,"156,000","SUNNYVALE, CA",12/30/2019,06/01/2020
